Battery_Voltage_(Lead-acid)_(V),Motor_Temperature,Motor_RPM,Range_(km),Tyre_Pressure_(psi),Brake_Fluid_(%),Coolant_Level_(%),Lubricant_Level_(%),Maintenance_Needed_(Area)
12.65,78.67,3257,262,36.89,66,72,84,Tyres and Brake System
12.61,76.09,3065,288,35.43,64,69,82,Tyres
12.78,82.91,2924,252,36.63,62,73,83,Tyres and Lubrication
12.3,80.6,3257,254,33.31,80,72,86,Motor and Lubrication
12.63,82.34,3243,250,36.22,63,72,78,Tyres
12.77,79.69,2942,267,34.74,61,64,90,Motor and Tyres
12.69,84.22,3063,277,33.77,78,61,89,Brake System and Lubrication
12.57,83.17,3213,298,36.26,78,65,89,No Maintenance Required
12.9,78.92,2968,278,31.91,72,73,85,Motor and Tyres
12.41,77.09,2944,268,33.43,70,69,85,Tyres and Lubrication
12.54,81.8,3027,270,36.64,63,65,78,Brake System and Lubrication
12.62,76.87,2863,255,31.67,74,73,82,Tyres and Lubrication
12.14,76.44,2953,252,31.11,67,68,86,Motor and Lubrication
12.23,84.34,2817,265,35.56,76,61,89,Battery
12.83,77.46,2957,273,35.43,71,64,78,Tyres and Lubrication
12.31,84.36,3095,285,30.55,74,75,79,Battery
12.59,84.8,3172,271,36.65,76,72,81,Motor and Tyres
12.22,83.5,2992,275,33.9,74,63,85,Brake System and Lubrication
12.85,77.51,3246,286,30.3,65,74,89,Motor and Tyres
12.1,79.09,3207,277,32.79,67,60,90,Motor and Lubrication
12.22,83.27,2944,285,36.47,65,69,79,Motor and Lubrication
12.2,77.31,3167,267,31.78,76,74,80,Tyres and Brake System
12.89,81.52,2833,255,32.57,74,72,82,Motor and Tyres
12.74,83.32,2990,281,30.54,73,74,88,Tyres
12.6,78.4,3114,296,32.89,72,70,80,Tyres and Lubrication
12.18,79.95,3115,290,31.15,63,69,83,No Maintenance Required
12.21,79.99,2908,282,36.05,64,66,89,Battery
12.39,80.44,2957,278,35.85,61,70,79,Motor and Lubrication
12.38,82.34,2936,272,30.99,72,67,81,Tyres and Lubrication
12.26,81.38,3043,277,35.03,68,74,81,No Maintenance Required
12.85,84.07,3263,263,36.01,70,63,87,Motor and Lubrication
12.13,77.95,3074,278,34.57,80,66,90,Motor and Tyres
12.49,79.11,3135,296,31.2,64,63,78,Motor and Tyres
12.74,76.46,2823,273,32.15,80,70,90,Motor and Tyres
12.12,78.99,2945,275,35.03,66,65,79,Battery
12.51,83.37,2818,276,31.64,79,71,84,Brake System and Lubrication
12.16,82.91,2928,260,35.08,74,65,82,Motor and Tyres
12.33,80.82,3268,284,36.62,80,66,85,Motor and Tyres
12.45,80.95,2990,251,32.48,60,60,85,Tyres and Lubrication
12.18,80.61,3299,283,32.65,74,62,79,Brake System and Lubrication
12.12,78.31,3001,300,33.3,60,70,88,Battery
12.84,80.32,2846,300,36.74,69,64,82,Motor and Tyres
12.23,79.46,3152,291,36.61,77,67,89,Tyres and Lubrication
12.38,77.25,2968,267,36.82,66,62,88,Tyres and Lubrication
12.37,82.72,3065,270,34.44,78,75,85,No Maintenance Required
12.57,76.42,3282,254,33.29,72,60,88,Motor and Lubrication
12.46,84.26,2920,262,31.97,65,63,84,Tyres
12.78,84.69,3191,261,35.77,69,72,90,Tyres
12.75,83.45,3268,261,36.77,65,71,84,Motor and Tyres
12.18,80.4,3160,278,34.12,73,74,87,Motor and Lubrication
12.2,80.47,2969,282,34.55,66,75,81,Brake System and Lubrication
12.38,75.23,2949,257,30.83,66,63,86,Tyres and Lubrication
12.58,77.51,3212,285,30.69,75,74,87,Tyres and Lubrication
12.86,76.71,2806,286,33.24,79,68,87,Motor and Lubrication
12.22,81.21,3285,254,34.02,74,69,88,Tyres and Brake System
12.66,83.84,3299,279,36.86,64,73,86,Motor and Lubrication
12.65,76.96,3049,255,30.56,66,62,88,Brake System and Lubrication
12.44,80.65,2801,285,31.52,65,60,86,Tyres and Lubrication
12.64,83.74,3044,291,31.71,63,69,86,No Maintenance Required
12.43,84.05,2902,265,35.06,71,67,84,Tyres and Brake System
12.83,79.06,2893,289,31.33,71,63,86,Tyres and Lubrication
12.34,80.01,3203,277,30.64,61,62,85,Tyres and Brake System
12.67,83.57,3176,280,32.27,60,68,83,Tyres and Lubrication
12.16,83.67,2852,255,34.19,60,67,88,Battery
12.19,80.55,2902,251,32.97,73,66,83,Battery
12.66,81.32,2874,258,36.98,67,63,89,Brake System and Lubrication
12.83,83.53,2987,287,35.06,67,73,87,Tyres and Lubrication
12.28,81.56,3263,297,33.95,67,66,88,Motor and Tyres
12.44,75.08,3096,299,34.12,65,63,80,Tyres and Lubrication
12.11,78.04,3210,291,34.29,76,66,78,Tyres and Lubrication
12.31,81.03,2861,294,32.91,80,66,84,Motor and Lubrication
12.46,81.89,3005,298,35.79,73,70,83,Tyres and Brake System
12.62,79.45,3172,283,33.48,79,75,89,Motor and Lubrication
12.24,75.32,3269,257,31.68,65,70,88,Motor and Lubrication
12.63,76.9,3249,292,31.61,75,69,90,Battery
12.63,77.74,2894,291,33.37,75,63,81,No Maintenance Required
12.7,81.27,2832,269,34.3,66,61,86,Battery
12.82,83.17,2944,283,36.4,62,61,83,Tyres
12.66,83.71,2904,259,36.93,77,68,86,Brake System and Lubrication
12.7,82.59,3084,270,33.85,75,71,86,Brake System and Lubrication
12.29,76.45,3151,259,31.73,70,62,86,Tyres and Lubrication
12.62,75.6,2869,252,35.36,77,64,81,Motor and Lubrication
12.56,77.64,3102,251,36.01,71,71,80,No Maintenance Required
12.12,76.48,3075,260,31.39,78,73,83,Tyres and Lubrication
12.6,76.19,3219,272,34.83,68,73,88,Brake System and Lubrication
12.43,76.37,2964,296,35.87,79,69,79,Battery
12.43,81.44,3085,265,32.38,75,66,85,Tyres and Brake System
12.67,84.18,2858,290,34.61,70,62,85,Battery
12.25,81.52,3042,296,36.06,63,70,80,Motor and Lubrication
12.44,75.31,3083,268,36.91,77,73,88,Tyres and Brake System
12.12,80.17,2892,253,31.15,72,64,82,Motor and Tyres
12.74,79.64,2832,300,36.85,68,63,89,Tyres
12.61,77.44,2991,256,33.95,73,68,78,Tyres
12.22,79.59,2888,265,32.83,78,65,84,Tyres and Lubrication
12.8,83.09,3046,287,30.7,80,75,83,Motor and Tyres
12.38,76.25,2968,283,30.45,71,69,90,Motor and Lubrication
12.11,82.07,3163,271,32.74,65,73,79,Battery
12.29,78.24,3133,279,32.8,76,62,86,Tyres
12.73,75.62,2857,296,31.41,65,73,87,Tyres and Lubrication
12.38,77.62,2926,281,32.02,79,72,87,Tyres
12.19,80.13,3152,275,36.56,70,65,84,Motor and Lubrication
12.32,78.05,2879,275,32.67,73,70,84,Tyres
12.41,78.49,3247,262,35.08,76,65,82,Motor and Lubrication
12.65,81.74,3183,261,32.66,67,61,81,Tyres
12.19,82.04,2951,299,32.58,62,68,79,Tyres
12.65,79.68,2912,280,34.75,62,74,89,No Maintenance Required
12.42,78.32,3109,281,32.8,71,63,81,Tyres and Brake System
12.3,82.31,3121,273,34.17,63,66,78,Motor and Tyres
12.39,82.65,3056,257,35.4,60,71,86,Tyres
12.43,76.16,2992,250,31.04,61,75,84,Motor and Lubrication
12.28,79.17,3114,274,31.08,65,66,88,Tyres
12.36,79.44,3198,287,35.01,74,69,81,Tyres and Brake System
12.44,77.38,3051,299,30.92,77,61,89,Tyres and Brake System
12.82,82.6,2816,254,32.01,65,63,84,Tyres and Brake System
12.69,78.21,2901,260,34.58,69,72,85,Motor and Tyres
12.47,80.23,3130,273,36.31,77,61,81,Tyres and Brake System
12.72,81.87,3281,287,33.05,75,64,89,Battery
12.37,80.21,2917,280,34.99,63,72,83,Motor and Tyres
12.81,82.88,2808,292,36.68,76,74,82,Tyres
12.27,83.07,3271,288,34.45,61,66,89,Tyres and Lubrication
12.14,83.7,3240,271,31.14,69,75,87,Motor and Lubrication
12.76,79.32,3114,275,36.13,79,67,88,Battery
12.68,80.72,3027,258,35.44,71,72,87,Tyres
12.3,81.31,3278,285,30.18,75,75,82,Battery
12.25,81.65,2804,274,30.64,67,71,81,Brake System and Lubrication
12.35,84.4,3028,298,32.56,80,72,83,No Maintenance Required
12.52,75.52,3045,259,35.88,80,66,84,Tyres
12.41,75.11,2822,268,33.49,63,61,88,Tyres
12.16,84.75,2920,292,30.6,80,64,85,Tyres
12.83,83.76,3285,281,33.48,75,75,87,Motor and Tyres
12.87,82.2,3205,270,32.84,77,61,87,Brake System and Lubrication
12.38,78.82,2820,268,30.94,66,64,82,Tyres and Brake System
12.6,82.48,3059,274,32.52,70,74,83,Motor and Tyres
12.38,80.05,3249,273,36.36,71,63,88,Tyres
12.3,84.62,2968,251,36.17,69,65,86,Motor and Tyres
12.69,84.92,2833,300,33.84,69,65,84,Motor and Tyres
12.59,79.85,3157,277,30.03,73,70,90,Battery
12.17,77.62,3289,272,31.57,69,67,80,Motor and Tyres
12.82,83.09,2925,259,33.2,75,75,87,Tyres and Brake System
12.7,79.84,3132,265,36.61,72,68,85,Tyres
12.44,78.31,2973,288,35.07,76,61,81,Tyres and Brake System
12.69,75.06,3181,280,36.4,62,66,79,No Maintenance Required
12.19,82.55,3270,285,33.59,79,73,81,Tyres and Lubrication
12.62,82.27,2986,269,30.52,68,72,80,Motor and Lubrication
12.56,84.85,3167,264,35.36,70,70,87,No Maintenance Required
12.39,84.63,3238,295,36.91,78,71,86,No Maintenance Required
12.83,75.74,2884,281,30.42,69,72,89,Tyres and Lubrication
12.62,75.7,2879,250,35.4,76,72,84,Brake System and Lubrication
12.28,84.81,3162,271,32.84,66,73,80,Tyres and Lubrication
12.16,78.19,3158,297,33.42,60,72,82,Tyres and Brake System
12.49,81.05,3146,252,34.89,74,64,79,Tyres and Lubrication
12.56,81.77,2810,275,36.84,64,62,83,Brake System and Lubrication
12.44,80.11,2810,253,32.99,61,63,88,Battery
12.14,82.54,3182,284,30.59,66,68,87,Tyres and Lubrication
12.1,79.16,3033,296,34.23,78,74,81,Tyres and Brake System
12.22,82.85,2899,271,35.81,64,63,83,Motor and Lubrication
12.13,75.54,2952,262,35.96,75,71,82,No Maintenance Required
12.82,77.7,3093,273,35.44,69,63,84,Tyres
12.84,80.7,3085,283,36.31,73,68,82,Brake System and Lubrication
12.63,76.98,2981,269,31.03,72,61,82,Tyres
12.63,82.09,2899,276,35.39,68,72,83,Tyres and Lubrication
12.29,82.52,3029,297,30.5,65,63,88,Motor and Lubrication
12.21,82.54,2916,279,30.78,80,68,87,Tyres
12.44,79.25,3253,282,34.52,79,73,78,Battery
12.68,76.23,2975,279,34.09,70,71,78,Tyres and Brake System
12.22,80.47,3122,300,36.6,79,68,79,Tyres and Brake System
12.35,82.55,3142,290,36.4,64,63,84,No Maintenance Required
12.78,84.85,2801,294,32.89,62,75,85,Brake System and Lubrication
12.67,76.99,2916,291,35.56,79,75,80,Motor and Lubrication
12.45,78.65,2967,283,35.16,65,69,89,No Maintenance Required
12.27,83.79,2834,260,30.68,71,67,89,No Maintenance Required
12.46,82.34,3094,279,33.49,67,74,88,No Maintenance Required
12.31,80.82,2942,275,35.5,77,68,79,Tyres and Brake System
12.31,84.58,2951,262,33.79,71,75,80,Tyres and Brake System
12.36,80.41,3208,291,30.14,77,71,84,Motor and Lubrication
12.74,83.49,3080,275,32.79,70,63,83,No Maintenance Required
12.7,80.82,2859,279,32.7,74,63,83,Tyres and Lubrication
12.36,81.04,2995,286,32.12,69,65,90,Tyres and Lubrication
12.73,82.82,3046,295,33.47,76,66,88,Motor and Lubrication
12.49,76.81,3201,290,30.39,69,63,88,Motor and Tyres
12.14,83.64,3105,282,33.49,66,65,78,Battery
12.51,81.75,3051,290,34.18,67,68,82,Battery
12.11,76.57,2846,292,33.45,61,62,81,Brake System and Lubrication
12.71,83.45,2908,277,31.18,69,68,79,Brake System and Lubrication
12.76,78.99,3289,259,32.2,74,62,86,No Maintenance Required
12.38,82.5,2886,252,30.94,67,65,84,Tyres
12.82,79.9,3065,277,32.83,77,64,86,Motor and Tyres
12.12,82.05,3235,262,34.5,75,66,90,Brake System and Lubrication
12.27,82.6,3119,267,31.48,70,60,82,No Maintenance Required
12.53,79.28,2991,284,30.78,63,70,78,Tyres
12.5,79.39,3225,298,36.29,80,74,88,Motor and Lubrication
12.48,77.23,2807,282,30.57,70,63,86,Motor and Tyres
12.65,76.71,3136,276,31.79,79,63,79,No Maintenance Required
12.5,77.26,3154,270,32.76,60,67,90,Brake System and Lubrication
12.43,80.37,3238,282,37.0,78,71,84,Tyres
12.6,84.21,3081,278,30.45,60,75,79,Tyres and Brake System
12.34,80.97,3062,257,34.76,60,73,83,Battery
12.49,79.19,3267,272,35.78,63,63,89,Tyres and Lubrication
12.35,81.53,3032,287,36.38,60,61,78,Motor and Tyres
12.24,76.36,3140,300,35.35,73,65,79,Motor and Tyres
12.64,78.51,2983,282,30.34,74,73,90,Battery
12.16,79.29,2818,292,30.67,79,75,81,Tyres and Brake System
12.15,79.69,2908,261,34.41,76,67,79,Tyres
12.36,83.38,2988,259,33.36,64,66,82,Tyres
12.23,79.73,3168,273,30.93,78,61,82,Motor and Lubrication
12.17,76.63,2904,268,30.46,67,60,83,Tyres and Brake System
12.35,79.4,2908,250,32.85,70,64,86,Tyres and Lubrication
12.56,77.78,3047,298,34.21,71,62,87,Motor and Tyres
12.36,75.56,3116,288,36.16,65,67,90,Brake System and Lubrication
12.64,84.81,3064,295,35.92,71,75,79,Motor and Tyres
12.15,78.54,3116,275,35.41,68,63,79,Tyres and Brake System
12.32,76.5,3079,299,36.52,66,66,88,Motor and Tyres
12.38,81.51,2811,282,34.12,67,71,81,Tyres and Lubrication
12.19,75.28,2921,300,34.43,75,67,87,Brake System and Lubrication
12.39,84.23,3115,284,31.36,61,63,90,Motor and Tyres
12.19,76.88,3016,258,31.99,71,67,79,Brake System and Lubrication
12.22,82.56,3040,258,34.96,71,69,81,Motor and Lubrication
12.1,83.42,3191,293,35.53,64,67,82,Motor and Tyres
12.88,80.12,3085,300,36.77,68,63,84,No Maintenance Required
12.11,83.23,3286,290,34.9,60,70,81,Tyres
12.26,80.41,3086,289,31.32,76,68,81,No Maintenance Required
12.32,80.14,3160,259,33.95,73,70,89,Tyres
12.12,77.14,3024,256,31.76,71,68,86,Tyres and Brake System
12.46,83.32,2940,279,35.01,77,71,84,Motor and Lubrication
12.13,80.06,2805,293,36.55,75,75,80,Tyres
12.48,84.17,3156,286,30.1,71,66,80,Brake System and Lubrication
12.88,82.86,2963,294,33.31,68,67,80,Tyres
12.9,80.48,3290,277,31.92,69,64,78,Motor and Lubrication
12.43,81.93,3170,266,34.68,70,66,90,Brake System and Lubrication
12.13,84.92,2824,269,35.86,79,74,87,Tyres
12.85,80.75,3096,272,33.81,62,62,80,Motor and Lubrication
12.57,76.34,3176,256,31.01,70,70,88,Motor and Lubrication
12.83,82.65,3285,296,34.11,79,64,79,Battery
12.65,80.02,3135,270,34.55,78,69,78,Motor and Lubrication
12.63,77.05,3041,253,35.87,62,75,80,Tyres and Lubrication
12.49,76.6,3241,290,30.63,74,64,87,Tyres and Brake System
12.41,78.59,2862,292,34.19,70,73,84,Brake System and Lubrication
12.69,76.6,3109,272,30.02,79,69,82,Brake System and Lubrication
12.25,84.38,3134,280,31.73,67,75,83,Battery
12.12,78.99,3236,263,35.69,60,74,80,Brake System and Lubrication
12.16,81.22,3177,269,32.27,71,70,87,No Maintenance Required
12.16,75.68,2935,265,31.23,78,63,85,Motor and Lubrication
12.71,79.87,3269,266,30.97,80,65,88,No Maintenance Required
12.48,77.39,3274,278,35.96,73,75,79,Tyres
12.73,78.41,3096,296,33.51,70,75,81,Tyres
12.46,82.28,2930,284,36.21,63,73,86,Brake System and Lubrication
12.8,77.45,2978,275,32.19,65,71,86,Brake System and Lubrication
12.11,81.25,2886,252,34.65,66,75,83,Motor and Lubrication
12.84,80.62,3233,291,32.92,62,75,86,Brake System and Lubrication
12.46,75.57,2873,258,32.33,73,62,87,No Maintenance Required
12.14,84.15,3259,297,30.97,70,75,78,Tyres and Lubrication
12.79,81.25,3007,280,36.94,75,66,85,Brake System and Lubrication
12.12,78.77,3270,262,33.71,66,70,79,Brake System and Lubrication
12.41,83.58,3092,277,31.3,71,69,88,Motor and Lubrication
12.77,83.69,3086,300,34.36,68,67,80,Motor and Tyres
12.34,78.99,2961,294,36.9,63,61,82,Motor and Tyres
12.38,77.49,3053,277,36.34,69,69,90,Brake System and Lubrication
12.4,75.3,2804,300,33.81,63,62,86,Brake System and Lubrication
12.38,81.58,3202,253,30.76,69,64,86,Tyres
12.9,81.65,3174,267,34.96,60,71,81,Tyres
12.6,78.89,3222,291,33.8,60,64,83,Brake System and Lubrication
12.77,84.72,3116,293,30.61,64,65,78,Battery
12.1,82.83,3202,260,30.39,63,64,82,Tyres
12.29,79.65,2957,255,35.95,68,66,81,Tyres
12.7,77.52,3136,298,30.18,61,63,87,Tyres
12.48,81.96,2894,263,33.56,74,62,85,Battery
12.14,76.91,2979,280,31.86,79,60,87,Battery
12.38,80.03,2883,286,36.9,73,63,81,Tyres and Brake System
12.8,79.87,2863,263,35.91,66,61,88,No Maintenance Required
12.11,84.76,2869,272,34.38,78,72,80,No Maintenance Required
12.52,80.86,3171,260,36.88,80,68,81,Motor and Tyres
12.22,79.65,3095,285,36.61,71,63,82,Tyres and Brake System
12.37,83.4,2896,292,30.24,73,75,80,Motor and Tyres
12.59,75.49,3282,280,32.11,68,63,86,Motor and Tyres
12.41,83.73,3030,266,36.21,66,70,86,No Maintenance Required
12.2,82.58,3125,255,35.73,64,63,88,Motor and Tyres
12.25,78.29,2885,254,30.07,68,70,88,No Maintenance Required
12.34,79.4,3152,258,36.8,67,67,90,Brake System and Lubrication
12.44,78.69,2911,294,30.75,74,62,78,Brake System and Lubrication
12.84,79.38,3289,253,32.57,62,61,84,Battery
12.51,82.82,2903,289,33.12,68,71,90,Tyres and Lubrication
12.58,75.24,3165,267,34.3,61,65,80,Battery
12.49,81.92,3077,284,33.68,63,71,78,Tyres and Lubrication
12.1,78.45,3026,266,33.97,61,67,83,Motor and Lubrication
12.33,76.05,2803,295,33.82,78,60,90,Tyres and Lubrication
12.8,83.5,2822,255,31.31,80,60,86,Tyres
12.67,83.93,3132,257,31.23,77,74,80,Motor and Tyres
12.26,79.66,2877,273,33.81,69,74,79,Tyres and Brake System
12.68,82.66,3226,268,33.57,63,73,88,Battery
12.72,75.37,3223,297,36.83,62,60,79,Motor and Lubrication
12.46,81.26,2960,265,33.52,80,63,85,Brake System and Lubrication
12.32,83.19,3051,290,34.53,63,73,78,Battery
12.32,80.89,2927,288,32.27,79,71,88,Battery
12.5,75.95,3137,290,33.98,61,65,86,Brake System and Lubrication
12.68,77.66,3054,260,35.42,76,65,89,Motor and Lubrication
12.47,78.69,3067,282,31.1,72,66,80,Brake System and Lubrication
12.6,77.75,3049,280,34.15,62,69,78,Tyres and Brake System
12.64,82.43,3196,256,32.07,78,60,87,Brake System and Lubrication
12.71,81.18,2943,251,32.89,67,75,81,No Maintenance Required
12.42,82.37,2891,297,34.38,65,75,79,Tyres and Lubrication
12.72,76.6,2979,259,31.39,63,74,78,Motor and Lubrication
12.13,77.3,3184,258,32.4,79,65,85,Battery
12.24,79.4,2977,294,30.6,75,63,88,Motor and Tyres
12.18,75.69,2889,299,31.37,78,68,79,Tyres and Lubrication
12.87,80.94,3205,268,32.3,67,75,80,Motor and Tyres
12.82,75.91,3100,275,32.88,71,61,83,Tyres and Lubrication
12.69,75.53,2993,259,36.63,72,61,87,Motor and Tyres
12.71,81.02,2838,260,36.47,72,60,79,No Maintenance Required
12.67,78.45,3205,268,31.72,80,60,88,Battery
12.53,79.18,3146,280,36.59,76,68,81,Battery
12.35,82.0,3129,255,36.33,60,74,78,Tyres
12.66,76.23,2968,271,36.64,78,65,89,Tyres and Brake System
12.33,78.99,3283,268,30.8,69,72,79,Brake System and Lubrication
12.62,84.92,2821,263,33.76,60,62,86,Tyres and Lubrication
12.38,78.45,3228,297,32.37,63,65,89,Battery
12.43,82.84,2960,284,31.48,66,62,88,Motor and Lubrication
12.1,83.48,3213,273,33.94,72,66,89,No Maintenance Required
12.35,75.72,2895,299,32.64,79,66,84,Brake System and Lubrication
12.66,83.81,2998,267,32.75,71,74,87,Motor and Tyres
12.66,75.61,3110,260,30.9,79,68,81,Battery
12.62,75.22,3271,271,33.64,71,66,83,Motor and Tyres
12.37,81.74,2877,277,33.15,67,62,79,Tyres
12.23,82.13,3060,296,34.65,69,65,86,Motor and Lubrication
12.32,79.39,3183,276,33.56,61,66,86,Brake System and Lubrication
12.27,78.6,3240,297,34.58,78,61,90,Battery
12.57,75.43,3120,290,31.0,76,63,87,Motor and Lubrication
12.24,77.46,3063,284,34.74,69,72,89,Motor and Tyres
12.5,78.12,3263,280,33.36,63,65,82,Brake System and Lubrication
12.64,77.85,3287,295,34.58,61,67,90,Motor and Tyres
12.5,81.34,3142,252,36.43,68,71,88,Tyres
12.16,80.35,3239,262,31.44,70,75,89,No Maintenance Required
12.22,79.84,3008,284,32.04,71,64,85,No Maintenance Required
12.63,75.2,2966,260,32.35,68,60,80,Battery
12.22,82.4,2979,255,36.47,65,74,90,Tyres and Brake System
12.39,79.96,3239,293,33.07,76,66,82,Battery
12.41,80.01,3107,252,36.46,75,72,82,Motor and Lubrication
12.78,84.3,2804,265,34.14,64,66,84,Motor and Tyres
12.3,80.92,3114,293,30.62,75,62,83,Motor and Lubrication
12.37,82.05,2978,261,36.39,70,64,85,Tyres
12.57,81.01,2947,291,34.93,64,73,87,Tyres and Brake System
12.59,82.84,3187,273,32.47,79,66,85,Motor and Tyres
12.14,81.95,2891,257,31.86,71,68,85,Battery
12.84,83.63,3134,270,32.9,79,71,85,No Maintenance Required
12.13,82.18,2952,279,34.18,78,65,86,Tyres
12.62,83.04,2963,285,30.2,66,75,82,Motor and Tyres
12.73,78.21,3291,266,34.97,67,66,90,Brake System and Lubrication
12.78,83.16,3250,279,31.71,77,71,86,No Maintenance Required
12.59,78.98,2905,265,34.86,62,69,84,Tyres and Brake System
12.24,77.69,3140,255,35.46,73,73,85,No Maintenance Required
12.15,81.18,3148,254,36.61,65,64,89,No Maintenance Required
12.28,83.1,2874,263,34.48,60,73,83,Tyres
12.5,78.69,3141,298,32.32,71,63,80,Tyres and Lubrication
12.55,82.43,3212,277,36.03,79,63,88,Motor and Tyres
12.38,77.03,3230,272,31.48,60,66,82,Battery
12.17,82.37,2967,298,30.68,74,64,89,Tyres and Brake System
12.47,77.96,2981,263,33.56,61,63,83,Tyres and Brake System
12.71,83.38,3279,288,31.38,63,62,80,Motor and Lubrication
12.28,81.43,3181,263,35.72,69,61,90,Tyres
12.88,75.3,3020,298,35.17,69,71,79,Battery
12.29,78.87,3173,252,36.68,60,60,83,Tyres and Brake System
12.57,78.33,3093,251,31.52,77,69,80,Tyres
12.13,79.2,3290,251,34.94,68,71,83,Battery
12.86,77.07,2872,298,36.19,74,74,81,Tyres and Brake System
12.34,79.53,3006,291,34.37,71,70,83,Tyres and Lubrication
12.51,81.86,2869,259,32.64,68,65,84,Tyres and Lubrication
12.34,77.97,3033,273,35.98,72,60,78,Tyres and Lubrication
12.36,77.21,3063,267,30.86,73,64,83,Tyres and Lubrication
12.84,78.95,3123,293,36.81,76,73,80,Tyres and Brake System
12.14,78.99,2828,256,30.09,60,66,81,Tyres and Brake System
12.1,81.32,3271,288,35.33,72,70,82,No Maintenance Required
12.86,84.43,2819,293,31.56,62,61,90,Motor and Tyres
12.27,83.85,2883,285,32.26,73,66,80,Battery
12.74,83.64,3202,260,36.15,77,64,83,Tyres and Lubrication
12.39,82.58,2832,293,33.4,62,73,84,Motor and Tyres
12.35,78.9,2977,258,35.53,62,71,80,Battery
12.71,84.46,3054,276,30.29,69,63,87,Motor and Lubrication
12.57,75.2,3163,266,32.22,66,65,87,Tyres and Lubrication
12.78,81.5,3024,291,32.78,64,69,86,Tyres and Lubrication
12.82,77.18,3275,265,34.24,79,63,78,Battery
12.7,82.03,3121,291,31.7,74,60,85,Motor and Lubrication
12.51,76.48,2993,275,34.37,69,63,87,Motor and Lubrication
12.76,77.71,2869,272,31.81,63,61,80,Battery
12.78,82.84,3254,291,36.81,69,60,90,Tyres and Lubrication
12.77,82.98,3042,293,32.51,72,61,87,Motor and Tyres
12.25,78.14,2857,290,33.54,72,70,84,Tyres
12.46,79.38,3101,285,30.14,74,62,81,Tyres and Lubrication
12.57,82.99,2886,269,32.83,66,71,80,No Maintenance Required
12.69,76.61,3193,273,33.06,71,74,78,No Maintenance Required
12.41,75.13,3210,294,34.2,80,60,81,Motor and Tyres
12.29,75.33,3230,292,31.8,80,67,82,Motor and Tyres
